date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-04-28,2010.0,2047.5,2042.0,2003.0,81342.95,-52.44,-2.5,2075.74,2071.208,2064.075,39561.74,34866.26,33989.07,0.65
2021-04-27,2087.08,2095.25,2094.44,2065.09,22107.85,16.62,0.8,2083.34,2071.708,2064.778,28523.1,29143.43,31553.27,0.18
2021-04-26,2132.0,2135.0,2077.82,2073.6,34045.11,-31.12,-1.48,2083.412,2064.364,2061.761,29759.6,29831.86,33297.49,0.27
2021-04-23,2055.97,2119.88,2108.94,2052.5,33462.77,53.44,2.6,2085.448,2057.471,2058.52,29301.36,29621.66,34096.05,0.27
2021-04-22,2089.9,2099.0,2055.5,2051.5,26850.02,-24.5,-1.18,2074.656,2048.577,2051.623,28667.55,29156.27,34001.67,0.21
2021-04-21,2076.0,2097.8,2080.0,2065.1,26149.75,-14.8,-0.71,2066.676,2050.027,2048.298,30170.79,29326.03,34127.04,0.21
2021-04-20,2071.1,2129.0,2094.8,2070.0,28290.37,6.8,0.33,2060.076,2048.127,2044.098,29763.77,30731.15,34191.86,0.23
2021-04-19,2055.0,2098.36,2088.0,2033.0,31753.91,33.02,1.61,2045.316,2051.25,2038.857,29904.12,31176.29,34623.05,0.25
2021-04-16,2025.08,2068.0,2054.98,2012.0,30293.7,39.38,1.95,2029.494,2058.65,2034.957,29941.96,33203.66,34824.39,0.24
2021-04-15,2030.9,2046.9,2015.6,1990.0,34366.21,-31.4,-1.53,2022.498,2057.602,2035.693,29644.99,32833.05,35002.95,0.27
2021-04-14,2035.0,2048.0,2047.0,2016.0,24114.65,26.0,1.29,2033.378,2056.942,2036.431,28481.27,33111.87,34853.39,0.19
2021-04-13,2020.0,2049.8,2021.0,2009.0,28992.15,12.11,0.6,2036.178,2057.847,2034.606,31698.53,33963.1,35380.08,0.23
2021-04-12,2011.0,2030.0,2008.89,1991.7,31943.07,-11.11,-0.55,2057.184,2059.157,2032.329,32448.46,36763.11,37054.72,0.25
2021-04-09,2042.0,2054.0,2020.0,2005.01,28808.86,-50.0,-2.42,2087.806,2059.568,2033.184,36465.36,38570.44,37473.69,0.23
2021-04-08,2047.03,2079.0,2070.0,2044.0,28547.62,9.0,0.44,2092.706,2054.668,2034.584,36021.11,38847.08,38871.69,0.23
2021-04-07,2104.06,2117.3,2061.0,2050.0,40200.97,-65.03,-3.06,2080.506,2046.568,2029.585,37742.47,38928.06,40002.9,0.32
2021-04-06,2161.0,2161.98,2126.03,2102.3,32741.77,-35.97,-1.66,2079.516,2040.068,2023.384,36227.67,37652.58,42106.14,0.26
2021-04-02,2056.0,2165.0,2162.0,2056.0,52027.57,117.5,5.75,2061.13,2026.464,2015.083,41077.76,38069.81,43624.03,0.41
2021-04-01,2021.0,2046.8,2044.5,2001.22,26587.63,35.5,1.77,2031.33,2011.264,2009.988,40675.53,36445.13,44211.61,0.21
2021-03-31,2045.1,2046.02,2009.0,2000.0,37154.41,-47.05,-2.29,2016.63,2013.784,2009.413,41673.05,37172.85,46136.65,0.3
2021-03-30,2040.0,2086.0,2056.05,2035.08,32626.97,21.95,1.08,2012.63,2015.92,2015.963,40113.64,36594.9,46989.7,0.26
2021-03-29,2043.2,2096.35,2034.1,2026.15,56992.2,21.1,1.05,2000.62,2011.365,2016.061,39077.49,36797.06,48896.58,0.45
2021-03-26,1985.0,2022.0,2013.0,1958.0,50016.42,42.0,2.13,1991.798,2005.5,2022.256,35061.86,37346.32,48292.78,0.4
2021-03-25,1970.01,1988.88,1971.0,1946.8,31575.23,-18.0,-0.91,1991.198,2006.8,2027.745,32214.73,36376.93,49118.21,0.25
2021-03-24,1981.0,2013.0,1989.0,1981.0,29357.39,-7.0,-0.35,2010.938,2014.5,2036.695,32672.66,38896.31,50525.77,0.23
2021-03-23,1998.88,2008.8,1996.0,1970.0,27446.19,6.01,0.3,2019.21,2012.601,2046.695,33076.16,41077.74,53163.69,0.22
2021-03-22,2000.1,2026.09,1989.99,1955.55,36914.07,-20.01,-1.0,2022.11,2006.7,2062.245,34516.63,46559.7,54664.11,0.29
2021-03-19,2035.0,2043.0,2010.0,1992.23,35780.77,-59.7,-2.88,2019.202,2003.701,2077.146,39630.79,49178.26,56765.18,0.28
2021-03-18,2035.0,2086.36,2069.7,2035.0,33864.88,39.34,1.94,2022.402,2008.712,2099.646,40539.13,51978.1,57945.41,0.27
2021-03-17,2000.0,2050.0,2030.36,1976.01,31374.91,19.86,0.99,2018.062,2005.042,2119.711,45119.95,55100.44,59547.79,0.25
2021-03-16,1974.93,2019.99,2010.5,1965.0,34648.5,35.05,1.77,2005.992,2016.006,2148.243,49079.32,57384.49,61047.57,0.28
2021-03-15,2050.0,2069.8,1975.45,1951.15,62484.87,-50.55,-2.5,1991.29,2020.756,2170.54,58602.78,60996.09,60979.97,0.5
2021-03-12,2070.0,2077.0,2026.0,2002.01,40322.51,-22.0,-1.07,1988.2,2039.011,2180.807,58725.72,59239.23,60900.77,0.32
2021-03-11,1975.0,2079.99,2048.0,1961.48,56768.97,77.99,3.96,1995.022,2048.689,2189.408,63417.06,61859.49,62044.0,0.45
2021-03-10,1977.0,1999.87,1970.01,1967.0,51171.74,33.02,1.71,1992.022,2058.889,2197.726,65080.93,62155.23,62354.3,0.41
2021-03-09,1955.0,2000.0,1936.99,1900.18,82265.81,-23.01,-1.17,2026.02,2080.788,2211.958,65689.67,65249.64,63053.21,0.65
2021-03-08,2074.96,2085.0,1960.0,1960.0,63099.59,-100.11,-4.86,2050.222,2117.789,2230.289,63389.41,62768.52,61772.37,0.5
2021-03-05,2000.0,2095.0,2060.11,1988.0,63779.2,27.11,1.33,2089.822,2150.591,2249.596,59752.74,64352.11,61677.57,0.51
2021-03-04,2095.0,2096.0,2033.0,2010.1,65088.29,-107.0,-5.0,2102.356,2190.58,2264.172,60301.91,63912.73,61515.9,0.52
2021-03-03,2040.0,2149.77,2140.0,2033.0,54215.46,82.0,3.98,2125.756,2234.38,2283.436,59229.54,63995.13,61218.21,0.43
2021-03-02,2180.0,2180.0,2058.0,2033.0,70764.5,-100.0,-4.63,2135.556,2280.48,2296.475,64809.61,64710.65,61854.82,0.56
2021-03-01,2179.0,2179.0,2158.0,2120.0,44916.26,35.22,1.66,2185.356,2320.323,2320.323,62147.63,60963.85,60963.85,0.36
2021-02-26,2100.0,2179.95,2122.78,2067.3,66525.06,-27.22,-1.27,2211.36,2338.359,2338.359,68951.47,62746.92,62746.92,0.53
2021-02-25,2209.0,2224.5,2150.0,2121.21,59726.43,-39.0,-1.78,2278.804,2365.306,2365.306,67523.55,62274.65,62274.65,0.48
2021-02-24,2307.99,2318.0,2189.0,2160.5,82115.78,-118.0,-5.12,2343.004,2396.064,2396.064,68760.73,62638.68,62638.68,0.65
2021-02-23,2265.14,2344.89,2307.0,2265.0,57454.6,18.98,0.83,2425.404,2430.575,2430.575,64611.68,59392.5,59392.5,0.46
2021-02-22,2455.0,2455.0,2288.02,2278.22,78935.47,-171.98,-6.99,2455.29,2455.29,2455.29,59780.07,59780.07,59780.07,0.63
2021-02-19,2451.16,2496.66,2460.0,2381.6,59385.46,-11.0,-0.45,2497.108,2497.108,2497.108,54991.23,54991.23,54991.23,0.47
2021-02-18,2587.98,2627.88,2471.0,2465.0,65912.32,-130.0,-5.0,2509.477,2509.477,2509.477,53526.48,53526.48,53526.48,0.52
2021-02-10,2485.0,2601.2,2601.0,2485.0,61370.57,144.57,5.88,2528.715,2528.715,2528.715,47333.56,47333.56,47333.56,0.49
2021-02-09,2368.8,2456.43,2456.43,2350.0,33296.55,87.63,3.7,2456.43,2456.43,2456.43,33296.55,33296.55,33296.55,0.27
